name,corr,image
BTC,-0.006840414619076562,eda.png
ETH,0.04257286589411783,eda.png
ADA,0.08402487900382923,eda.png
XRP,-0.03416795747971846,eda-xrp.png
BNB,0.07897142240792471,eda-bnb.png
DOGE,0.009834205841303225,eda-doge.png
LINK,0.1486489902762048,eda-link.png
SOL,-0.07773417712168845,eda-sol.png
